request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_210,1360.02,not_affordable,not_recommended,none,,none,Paying USD 1360.02 is not safe on 2026-04-06. At most USD 1360.02 can be paid while keeping USD 2000 available.
request_211,1227.89,not_affordable,not_recommended,none,,none,Paying EUR 1788.60 is not safe on 2024-09-03. At most EUR 1227.89 can be paid while keeping EUR 1500 available.
request_212,22344000,not_affordable,not_recommended,none,,none,Paying IDR 71934000 is not safe on 2025-02-05. At most IDR 22344000 can be paid while keeping IDR 29579800 available.
request_213,3362.4,not_affordable,not_recommended,none,,none,Paying USD 3362.40 is not safe on 2026-01-07. At most USD 3362.40 can be paid while keeping USD 2100 available.
request_214,69750,not_affordable,not_recommended,none,,none,Paying INR 69750 is not safe on 2024-12-04. At most INR 69750 can be paid while keeping INR 174900 available.
request_215,29986,not_affordable,not_recommended,none,,none,Paying ZAR 29986 is not safe on 2025-05-06. At most ZAR 29986 can be paid while keeping ZAR 15700 available.
request_216,1166.8,not_affordable,not_recommended,none,,none,Paying USD 3332.40 is not safe on 2026-07-03. At most USD 1166.80 can be paid while keeping USD 1800 available.
request_217,31601.97,not_affordable,not_recommended,none,,none,Paying ZAR 37180 is not safe on 2024-03-05. At most ZAR 31601.97 can be paid while keeping ZAR 26800 available.
request_218,37942414.8,not_affordable,not_recommended,none,,none,Paying IDR 61142000 is not safe on 2025-08-07. At most IDR 37942414.80 can be paid while keeping IDR 34477200 available.
request_219,1673.1,not_affordable,not_recommended,none,,none,Paying EUR 1673.10 is not safe on 2026-04-04. At most EUR 1673.10 can be paid while keeping EUR 1100 available.
request_220,387.32,not_affordable,not_recommended,none,,none,Paying EUR 3118.50 is not safe on 2024-06-06. At most EUR 387.32 can be paid while keeping EUR 1100 available.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 on 2025-11-03. This keeps at least INR 81500 available.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 on 2026-01-05. This keeps at least ZAR 27300 available.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 on 2024-09-07. This keeps at least EUR 800 available.
request_224,10327000,not_affordable,not_recommended,none,,none,Paying IDR 10327000 is not safe on 2025-02-04. At most IDR 10327000 can be paid while keeping IDR 22187600 available.
request_225,18120459.6,not_affordable,not_recommended,none,,none,Paying IDR 22059000 is not safe on 2026-07-06. At most IDR 18120459.60 can be paid while keeping IDR 17670700 available.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 on 2024-12-03. This keeps at least INR 209400 available.
request_227,42755,not_affordable,not_recommended,none,,none,Paying INR 259700 is not safe on 2025-05-05. At most INR 42755 can be paid while keeping INR 62900 available.
request_228,10557350,not_affordable,not_recommended,none,,none,Paying IDR 63327000 is not safe on 2026-04-07. At most IDR 10557350 can be paid while keeping IDR 26191200 available.
request_229,800.52,not_affordable,not_recommended,none,,none,Paying EUR 1526.80 is not safe on 2024-03-04. At most EUR 800.52 can be paid while keeping EUR 1000 available.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay EUR 3537.60 on 2025-08-06. This keeps at least EUR 2000 available.
request_231,35706,not_affordable,not_recommended,none,,none,Paying ZAR 35706 is not safe on 2026-01-03. At most ZAR 35706 can be paid while keeping ZAR 24300 available.
request_232,1869.4,not_affordable,not_recommended,none,,none,Paying EUR 1970.10 is not safe on 2024-06-05. At most EUR 1869.40 can be paid while keeping EUR 2400 available.
request_233,6241000,not_affordable,not_recommended,none,,none,Paying IDR 6241000 is not safe on 2025-11-07. At most IDR 6241000 can be paid while keeping IDR 10365700 available.
request_234,574.25,not_affordable,not_recommended,none,,none,Paying EUR 1213.30 is not safe on 2026-07-04. At most EUR 574.25 can be paid while keeping EUR 700 available.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 on 2024-09-06. This keeps at least USD 700 available.
request_236,14404850,not_affordable,not_recommended,none,,none,Paying IDR 52383000 is not safe on 2025-02-03. At most IDR 14404850 can be paid while keeping IDR 16768600 available.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 on 2026-04-05. This keeps at least IDR 22431500 available.
request_238,663.6,not_affordable,not_recommended,none,,none,Paying USD 663.60 is not safe on 2024-12-07. At most USD 663.60 can be paid while keeping USD 700 available.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 on 2025-05-04. This keeps at least USD 600 available.
request_240,39920,not_affordable,not_recommended,none,,none,Paying INR 101200 is not safe on 2026-01-06. At most INR 39920 can be paid while keeping INR 52800 available.
request_241,21052000,not_affordable,not_recommended,none,,none,Paying IDR 21052000 is not safe on 2024-03-03. At most IDR 21052000 can be paid while keeping IDR 19252000 available.
request_242,437.4,not_affordable,not_recommended,none,,none,Paying EUR 1966.80 is not safe on 2025-08-05. At most EUR 437.40 can be paid while keeping EUR 600 available.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 on 2026-07-07. This keeps at least ZAR 19900 available.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 on 2024-06-04. This keeps at least ZAR 45900 available.
request_245,65760,not_affordable,not_recommended,none,,none,Paying INR 128500 is not safe on 2025-11-06. At most INR 65760 can be paid while keeping INR 94600 available.
request_246,64086,not_affordable,not_recommended,none,,none,Paying ZAR 64086 is not safe on 2026-04-03. At most ZAR 64086 can be paid while keeping ZAR 39300 available.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Pay EUR 1059.30 on 2024-09-05. This keeps at least EUR 1300 available.
request_248,1507.36,not_affordable,not_recommended,none,,none,Paying USD 1965.60 is not safe on 2025-02-07. At most USD 1507.36 can be paid while keeping USD 1300 available.
request_249,342.4,not_affordable,not_recommended,none,,none,Paying USD 643.20 is not safe on 2026-01-04. At most USD 342.40 can be paid while keeping USD 600 available.
request_250,28820,not_affordable,not_recommended,none,,none,Paying ZAR 124278 is not safe on 2024-12-06. At most ZAR 28820 can be paid while keeping ZAR 35300 available.
request_251,1513.6,not_affordable,not_recommended,none,,none,Paying EUR 1513.60 is not safe on 2025-05-03. At most EUR 1513.60 can be paid while keeping EUR 1300 available.
request_252,10098500,not_affordable,not_recommended,none,,none,Paying IDR 28082000 is not safe on 2026-07-05. At most IDR 10098500 can be paid while keeping IDR 15152200 available.
request_253,2335.57,not_affordable,not_recommended,none,,none,Paying EUR 2840.20 is not safe on 2024-03-07. At most EUR 2335.57 can be paid while keeping EUR 2300 available.
request_254,1759.6,not_affordable,not_recommended,none,,none,Paying USD 3535.20 is not safe on 2025-08-04. At most USD 1759.60 can be paid while keeping USD 2500 available.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 on 2026-04-06. This keeps at least IDR 9813900 available.
request_256,218700,not_affordable,not_recommended,none,,none,Paying INR 218700 is not safe on 2024-06-03. At most INR 218700 can be paid while keeping INR 168600 available.
request_257,1085.2,not_affordable,not_recommended,none,,none,Paying USD 1352.40 is not safe on 2025-11-05. At most USD 1085.20 can be paid while keeping USD 1600 available.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay USD 1113.60 on 2026-01-07. This keeps at least USD 500 available.
request_259,669.3,not_affordable,not_recommended,none,,none,Paying EUR 935 is not safe on 2024-09-04. At most EUR 669.30 can be paid while keeping EUR 600 available.
request_260,15059400,not_affordable,not_recommended,none,,none,Paying IDR 52079000 is not safe on 2025-02-06. At most IDR 15059400 can be paid while keeping IDR 20727700 available.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay EUR 1830.40 on 2026-07-03. This keeps at least EUR 1500 available.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 on 2024-12-05. This keeps at least IDR 31018500 available.
request_263,14718,not_affordable,not_recommended,none,,none,Paying ZAR 51546 is not safe on 2025-05-07. At most ZAR 14718 can be paid while keeping ZAR 24100 available.
request_264,44875,not_affordable,not_recommended,none,,none,Paying INR 111300 is not safe on 2026-04-04. At most INR 44875 can be paid while keeping INR 59500 available.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 on 2024-03-06. This keeps at least INR 189700 available.
request_266,935,not_affordable,not_recommended,none,,none,Paying EUR 935 is not safe on 2025-08-03. At most EUR 935 can be paid while keeping EUR 900 available.
request_267,1925,not_affordable,not_recommended,none,,none,Paying EUR 1925 is not safe on 2026-01-05. At most EUR 1925 can be paid while keeping EUR 1500 available.
request_268,1512.52,not_affordable,not_recommended,none,,none,Paying EUR 2426.60 is not safe on 2024-06-07. At most EUR 1512.52 can be paid while keeping EUR 1400 available.
request_269,15490,affordable_now,full_payment,2025-11-04:15490,2025-11-04,none,Pay ZAR 15490 on 2025-11-04. This keeps at least ZAR 23100 available.
request_270,535.4,not_affordable,not_recommended,none,,none,Paying USD 3028.80 is not safe on 2026-07-06. At most USD 535.40 can be paid while keeping USD 1400 available.
request_271,84760,not_affordable,not_recommended,none,,none,Paying INR 91300 is not safe on 2024-09-03. At most INR 84760 can be paid while keeping INR 58200 available.
request_272,8815924,not_affordable,not_recommended,none,,none,Paying IDR 13585000 is not safe on 2025-02-05. At most IDR 8815924 can be paid while keeping IDR 7508600 available.
request_273,13372200,not_affordable,not_recommended,none,,none,Paying IDR 15861000 is not safe on 2026-04-07. At most IDR 13372200 can be paid while keeping IDR 18774600 available.
request_274,2713.7,not_affordable,not_recommended,none,,none,Paying EUR 2713.70 is not safe on 2024-12-04. At most EUR 2713.70 can be paid while keeping EUR 1800 available.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 on 2025-05-06. This keeps at least IDR 12760100 available.
